ParticipantID|Sender|Type|ClientTime|Onset|Enter|Typingti|Speed|AppOrig.|Text|Recipients|Blocked|KDels|DDels|DIns|DDels*N|DIns*N|TaggedText|PriorTurnByOther_TimestampOnClientOfReceipt|PriorTurnByOther_ApparentUsername|PriorTurnByOther_Text
server|server|ARTIFICIALTURN|1422636724030|1688|1688|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724030|1688|1688|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724085|1743|1743|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724086|1744|1744|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724139|1797|1797|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724139|1797|1797|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724191|1849|1849|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724192|1850|1850|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724243|1901|1901|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724244|1902|1902|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724296|1954|1954|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724297|1955|1955|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724352|2010|2010|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724353|2011|2011|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724404|2062|2062|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724404|2062|2062|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724457|2115|2115|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724457|2115|2115|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724508|2166|2166|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724508|2166|2166|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724560|2218|2218|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724612|2270|2270|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724664|2322|2322|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724717|2375|2375|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724768|2426|2426|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724822|2480|2480|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724874|2532|2532|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724927|2585|2585|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636724980|2638|2638|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725032|2690|2690|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725086|2744|2744|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725137|2795|2795|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725190|2848|2848|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725241|2899|2899|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725292|2950|2950|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725343|3001|3001|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725394|3052|3052|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725447|3105|3105|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725499|3157|3157|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725553|3211|3211|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
oeflnw|lakwmd|NOTRELAYED.|1422636725495|2158|3163|1005|4|lakwmd|jijwe||OK|0|0|0|0|0||1422636724509|onef|Wake up!|
server|server|ARTIFICIALTURN|1422636725555|3213|3213|0|0|lakwmd|jijwe...which is great|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725556|3214|3214|0|0|lakwmd|jijwe...which is great|, onef|OK|0|0|0|0|0|||||
oeflnw|lakwmd|NOTRELAYEDnotrelayed|1422636725495|2158|3163|1005|4|lakwmd|jijwe||OK|0|0|0|0|0||1422636724509|onef|Wake up!|
server|server|ARTIFICIALTURN|1422636725606|3264|3264|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725661|3319|3319|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725713|3371|3371|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725766|3424|3424|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725818|3476|3476|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725871|3529|3529|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725922|3580|3580|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636725976|3634|3634|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726028|3686|3686|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726080|3738|3738|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726132|3790|3790|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726183|3841|3841|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726238|3896|3896|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726291|3949|3949|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726343|4001|4001|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726397|4055|4055|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726450|4108|4108|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726501|4159|4159|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726551|4209|4209|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726608|4266|4266|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726663|4321|4321|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726718|4376|4376|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726770|4428|4428|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726824|4482|4482|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726879|4537|4537|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726930|4588|4588|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636726982|4640|4640|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727033|4691|4691|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727087|4745|4745|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727140|4798|4798|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727193|4851|4851|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727245|4903|4903|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727296|4954|4954|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727346|5004|5004|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727398|5056|5056|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727451|5109|5109|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727506|5164|5164|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727556|5214|5214|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727608|5266|5266|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727660|5318|5318|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727714|5372|5372|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727768|5426|5426|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727821|5479|5479|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727873|5531|5531|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727926|5584|5584|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636727979|5637|5637|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728032|5690|5690|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728083|5741|5741|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728135|5793|5793|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728185|5843|5843|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728236|5894|5894|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728288|5946|5946|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728343|6001|6001|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728397|6055|6055|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728448|6106|6106|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728500|6158|6158|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728551|6209|6209|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636728604|6262|6262|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
owaiehf|onef|NOTRELAYED.|1422636729640|6306|7301|995|4|onef|stop||OK|0|0|0|0|0||1422636728605|lakwmd|Wake up!|
server|server|ARTIFICIALTURN|1422636729645|7303|7303|0|0|onef|stop...which is great|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636729645|7303|7303|0|0|onef|stop...which is great|, lakwmd|OK|0|0|0|0|0|||||
owaiehf|onef|NOTRELAYEDnotrelayed|1422636729640|6306|7301|995|4|onef|stop||OK|0|0|0|0|0||1422636728605|lakwmd|Wake up!|
server|server|ARTIFICIALTURN|1422636731369|9027|9027|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731421|9079|9079|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731472|9130|9130|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731525|9183|9183|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731575|9233|9233|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731627|9285|9285|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731682|9340|9340|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731735|9393|9393|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731786|9444|9444|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731838|9496|9496|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731891|9549|9549|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636731945|9603|9603|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732001|9659|9659|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732056|9714|9714|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732109|9767|9767|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732163|9821|9821|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732214|9873|9873|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732267|9925|9925|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732322|9980|9980|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732373|10031|10031|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732424|10082|10082|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636732477|10135|10135|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
oeflnw|lakwmd|NOTRELAYED.|1422636733304|10171|10963|792|5|lakwmd|okay||OK|0|0|0|0|0||1422636732477|onef|Wake up!|
server|server|ARTIFICIALTURN|1422636733305|10964|10964|0|0|lakwmd|okay...which is great|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636733306|10964|10964|0|0|lakwmd|okay...which is great|, onef|OK|0|0|0|0|0|||||
oeflnw|lakwmd|NOTRELAYEDnotrelayed|1422636733304|10171|10963|792|5|lakwmd|okay||OK|0|0|0|0|0||1422636732477|onef|Wake up!|
owaiehf|onef|NOTRELAYED.|1422636735239|12157|12898|741|5|onef|okay||OK|0|0|0|0|0||1422636733306|lakwmd|okay...which is great|
server|server|ARTIFICIALTURN|1422636735240|12898|12898|0|0|onef|okay...which is great|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636735241|12899|12899|0|0|onef|okay...which is great|, lakwmd|OK|0|0|0|0|0|||||
owaiehf|onef|NOTRELAYEDnotrelayed|1422636735239|12157|12898|741|5|onef|okay||OK|0|0|0|0|0||1422636733306|lakwmd|okay...which is great|
server|server|ARTIFICIALTURN|1422636739191|16850|16850|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739245|16903|16903|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739297|16955|16955|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739349|17007|17007|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739404|17062|17062|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739458|17116|17116|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739513|17171|17171|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739566|17224|17224|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739617|17275|17275|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739673|17331|17331|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739725|17383|17383|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739776|17434|17434|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739827|17485|17485|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739879|17537|17537|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739930|17588|17588|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636739984|17642|17642|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740039|17697|17697|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740092|17750|17750|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740143|17801|17801|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740199|17857|17857|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740251|17909|17909|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
