ParticipantID|Sender|Type|ClientTime|Onset|Enter|Typingti|Speed|AppOrig.|Text|Recipients|Blocked|KDels|DDels|DIns|DDels*N|DIns*N|TaggedText|PriorTurnByOther_TimestampOnClientOfReceipt|PriorTurnByOther_ApparentUsername|PriorTurnByOther_Text
server|server|ARTIFICIALTURN|1422636740302|17960|17960|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740354|18012|18012|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740405|18063|18063|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740455|18113|18113|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740509|18167|18167|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740564|18222|18222|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740615|18273|18273|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740671|18329|18329|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740725|18383|18383|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740777|18435|18435|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740832|18490|18490|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740886|18544|18544|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740939|18597|18597|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636740991|18649|18649|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741042|18700|18700|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741093|18751|18751|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741147|18805|18805|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741148|18806|18806|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741202|18860|18860|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741203|18861|18861|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741257|18915|18915|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741257|18915|18915|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741308|18966|18966|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741309|18967|18967|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741359|19017|19017|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741360|19018|19018|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741413|19071|19071|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741414|19072|19072|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741466|19124|19124|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741467|19125|19125|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741518|19176|19176|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741518|19176|19176|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741570|19228|19228|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741570|19228|19228|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741621|19279|19279|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741621|19279|19279|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741672|19330|19330|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741672|19330|19330|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741726|19384|19384|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741726|19384|19384|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741778|19436|19436|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741779|19437|19437|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741835|19493|19493|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741835|19493|19493|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741891|19549|19549|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741892|19550|19550|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741947|19605|19605|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636741947|19605|19605|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742001|19659|19659|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742002|19660|19660|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742057|19715|19715|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742058|19716|19716|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742110|19768|19768|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742110|19768|19768|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742165|19823|19823|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742165|19823|19823|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742216|19874|19874|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742216|19874|19874|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742271|19929|19929|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742272|19930|19930|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742325|19983|19983|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742326|19984|19984|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742378|20036|20036|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742378|20036|20036|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742433|20091|20091|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742434|20092|20092|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742484|20142|20142|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742484|20142|20142|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742538|20196|20196|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742538|20196|20196|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742589|20247|20247|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742590|20248|20248|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742644|20302|20302|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742645|20303|20303|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742698|20356|20356|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742698|20356|20356|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742749|20407|20407|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742749|20407|20407|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742800|20458|20458|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742801|20459|20459|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742851|20509|20509|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742852|20510|20510|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742905|20563|20563|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742906|20564|20564|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742961|20619|20619|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636742962|20620|20620|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743013|20671|20671|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743014|20672|20672|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743065|20723|20723|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743066|20724|20724|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743121|20779|20779|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743122|20780|20780|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743174|20832|20832|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743175|20833|20833|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743226|20884|20884|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743227|20885|20885|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743278|20936|20936|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743278|20936|20936|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743329|20987|20987|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743329|20987|20987|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743384|21042|21042|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743385|21043|21043|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743435|21093|21093|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743436|21094|21094|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743487|21145|21145|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743487|21145|21145|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743538|21196|21196|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743539|21197|21197|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743594|21252|21252|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743594|21252|21252|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743649|21307|21307|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743650|21308|21308|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743701|21359|21359|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743702|21360|21360|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743753|21411|21411|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743754|21412|21412|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743805|21463|21463|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743805|21463|21463|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743859|21517|21517|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743859|21517|21517|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743913|21571|21571|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743913|21571|21571|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743964|21622|21622|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636743965|21623|21623|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636744016|21674|21674|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636744016|21674|21674|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636744069|21727|21727|0|0|lakwmd|Wake up!|, onef|OK|0|0|0|0|0|||||
server|server|ARTIFICIALTURN|1422636744070|21728|21728|0|0|onef|Wake up!|, lakwmd|OK|0|0|0|0|0|||||
